,State,Compound,Low_Estimate,High_Estimate
6516,TN,Acetamiprid,,30.4
6517,TN,Acetamiprid,,55.8
6518,TN,Acetamiprid,0.0,0.0
6519,TN,Acetamiprid,0.9,0.9
6520,TN,Acetamiprid,,43.4
6521,TN,Acetamiprid,0.0,0.0
6522,TN,Acetamiprid,1.6,1.6
6523,TN,Acetamiprid,0.1,0.1
6524,TN,Acetamiprid,0.0,0.0
6525,TN,Acetamiprid,1.3,1.3
6526,TN,Acetamiprid,,32.4
6527,TN,Acetamiprid,,0.7
6528,TN,Acetamiprid,0.2,0.2
6529,TN,Acetamiprid,,110.1
6530,TN,Acetamiprid,,5.2
6531,TN,Acetamiprid,,1.7
6532,TN,Acetamiprid,0.7,0.7
6533,TN,Acetamiprid,0.0,0.0
6534,TN,Acetamiprid,0.7,0.7
6535,TN,Acetamiprid,,17.5
6536,TN,Acetamiprid,,50.0
6537,TN,Acetamiprid,1.1,1.1
6538,TN,Acetamiprid,0.3,0.3
6539,TN,Acetamiprid,,11.1
6540,TN,Acetamiprid,,34.7
6541,TN,Acetamiprid,0.1,0.1
6542,TN,Acetamiprid,0.1,0.1
6543,TN,Acetamiprid,0.4,0.4
6544,TN,Acetamiprid,0.0,0.0
6545,TN,Acetamiprid,,3.7
6546,TN,Acetamiprid,0.5,0.5
6547,TN,Acetamiprid,0.1,0.1
6548,TN,Acetamiprid,0.3,0.3
6549,TN,Acetamiprid,2.4,2.4
6550,TN,Acetamiprid,0.3,0.3
6551,TN,Acetamiprid,0.7,0.7
6552,TN,Acetamiprid,0.0,0.0
6553,TN,Acetamiprid,4.5,4.5
6554,TN,Acetamiprid,,22.8
6555,TN,Acetamiprid,1.3,1.3
6556,TN,Acetamiprid,,26.8
6557,TN,Acetamiprid,1.2,1.2
6558,TN,Acetamiprid,0.0,0.0
6559,TN,Acetamiprid,0.7,0.7
6560,TN,Acetamiprid,1.0,1.0
6561,TN,Acetamiprid,,3.2
6562,TN,Acetamiprid,0.5,0.5
6563,TN,Clothianidin,,0.0
6564,TN,Clothianidin,,0.1
6565,TN,Clothianidin,,0.0
6566,TN,Clothianidin,,77.8
6567,TN,Clothianidin,,0.3
6568,TN,Clothianidin,,9.1
6569,TN,Clothianidin,,0.3
6570,TN,Clothianidin,,0.0
6571,TN,Clothianidin,,90.0
6572,TN,Clothianidin,52.7,52.7
6573,TN,Clothianidin,,96.6
6574,TN,Clothianidin,,75.2
6575,TN,Clothianidin,,0.0
6576,TN,Clothianidin,,0.2
6577,TN,Clothianidin,,0.0
6578,TN,Clothianidin,,0.2
6579,TN,Clothianidin,,56.0
6580,TN,Clothianidin,,1.2
6581,TN,Clothianidin,,0.0
6582,TN,Clothianidin,,190.6
6583,TN,Clothianidin,,9.0
6584,TN,Clothianidin,,2.9
6585,TN,Clothianidin,,0.1
6586,TN,Clothianidin,,0.0
6587,TN,Clothianidin,,0.1
6588,TN,Clothianidin,30.4,30.4
6589,TN,Clothianidin,86.7,86.7
6590,TN,Clothianidin,,0.2
6591,TN,Clothianidin,,0.0
6592,TN,Clothianidin,,19.2
6593,TN,Clothianidin,,60.1
6594,TN,Clothianidin,,0.0
6595,TN,Clothianidin,,0.1
6596,TN,Clothianidin,6.4,6.4
6597,TN,Clothianidin,,0.0
6598,TN,Clothianidin,,0.0
6599,TN,Clothianidin,,0.1
6600,TN,Clothianidin,,0.7
6601,TN,Clothianidin,39.5,39.5
6602,TN,Clothianidin,,0.2
6603,TN,Clothianidin,46.5,46.5
6604,TN,Clothianidin,,0.2
6605,TN,Clothianidin,,0.1
6606,TN,Clothianidin,,5.5
6607,TN,Imidacloprid,0.6,0.6
6608,TN,Imidacloprid,7.4,7.4
6609,TN,Imidacloprid,,19.4
6610,TN,Imidacloprid,1.1,1.1
6611,TN,Imidacloprid,1.0,1.9
6612,TN,Imidacloprid,0.4,0.5
6613,TN,Imidacloprid,0.2,0.2
6614,TN,Imidacloprid,0.6,0.6
6615,TN,Imidacloprid,119.6,184.2
6616,TN,Imidacloprid,1.8,2.3
6617,TN,Imidacloprid,69.2,76.1
6618,TN,Imidacloprid,13.9,41.8
6619,TN,Imidacloprid,3.2,3.3
6620,TN,Imidacloprid,9.6,9.6
6621,TN,Imidacloprid,1.1,1.1
6622,TN,Imidacloprid,0.2,0.4
6623,TN,Imidacloprid,138.3,245.9
6624,TN,Imidacloprid,2.0,2.3
6625,TN,Imidacloprid,,13.9
6626,TN,Imidacloprid,0.6,0.6
6627,TN,Imidacloprid,79.9,83.0
6628,TN,Imidacloprid,,173.8
6629,TN,Imidacloprid,148.5,243.6
6630,TN,Imidacloprid,0.3,0.3
6631,TN,Imidacloprid,130.7,130.9
6632,TN,Imidacloprid,115.6,318.1
6633,TN,Imidacloprid,5.5,5.5
6634,TN,Imidacloprid,6.1,6.3
6635,TN,Imidacloprid,5.1,5.2
6636,TN,Imidacloprid,0.3,0.3
6637,TN,Imidacloprid,1.1,1.1
6638,TN,Imidacloprid,0.9,0.9
6639,TN,Imidacloprid,0.3,0.3
6640,TN,Imidacloprid,86.2,134.5
6641,TN,Imidacloprid,1.9,41.7
6642,TN,Imidacloprid,5.4,5.4
6643,TN,Imidacloprid,293.1,458.1
6644,TN,Imidacloprid,13.8,61.9
6645,TN,Imidacloprid,4.5,120.4
6646,TN,Imidacloprid,1.6,10.9
6647,TN,Imidacloprid,0.5,0.8
6648,TN,Imidacloprid,,10.9
6649,TN,Imidacloprid,7.8,7.8
6650,TN,Imidacloprid,1.5,1.5
6651,TN,Imidacloprid,1.3,1.3
6652,TN,Imidacloprid,1.5,1.5
6653,TN,Imidacloprid,,88.4
6654,TN,Imidacloprid,,228.2
6655,TN,Imidacloprid,10.0,51.4
6656,TN,Imidacloprid,,0.4
6657,TN,Imidacloprid,280.3,279.4
6658,TN,Imidacloprid,0.7,0.7
6659,TN,Imidacloprid,2.6,2.6
6660,TN,Imidacloprid,29.5,73.2
6661,TN,Imidacloprid,178.8,178.8
6662,TN,Imidacloprid,92.4,170.3
6663,TN,Imidacloprid,0.1,0.1
6664,TN,Imidacloprid,0.4,0.4
6665,TN,Imidacloprid,0.7,0.7
6666,TN,Imidacloprid,0.1,0.1
6667,TN,Imidacloprid,2.5,2.6
6668,TN,Imidacloprid,312.8,356.1
6669,TN,Imidacloprid,0.2,0.2
6670,TN,Imidacloprid,,64.9
6671,TN,Imidacloprid,0.7,0.7
6672,TN,Imidacloprid,,0.7
6673,TN,Imidacloprid,1.6,1.6
6674,TN,Imidacloprid,0.5,0.5
6675,TN,Imidacloprid,4.2,4.4
6676,TN,Imidacloprid,1.0,2.8
6677,TN,Imidacloprid,0.9,0.9
6678,TN,Imidacloprid,666.9,760.9
6679,TN,Imidacloprid,16.3,16.1
6680,TN,Imidacloprid,0.0,0.0
6681,TN,Imidacloprid,2.8,2.8
6682,TN,Imidacloprid,,97.0
6683,TN,Imidacloprid,26.4,26.3
6684,TN,Imidacloprid,60.6,66.5
6685,TN,Imidacloprid,0.9,1.0
6686,TN,Imidacloprid,35.1,35.0
6687,TN,Imidacloprid,,143.5
6688,TN,Imidacloprid,13.3,13.3
6689,TN,Imidacloprid,0.5,0.5
6690,TN,Imidacloprid,0.1,0.1
6691,TN,Imidacloprid,0.0,0.0
6692,TN,Imidacloprid,2.1,2.1
6693,TN,Imidacloprid,5.1,5.3
6694,TN,Imidacloprid,,7.2
6695,TN,Imidacloprid,8.4,174.8
6696,TN,Imidacloprid,1.4,1.4
6697,TN,Imidacloprid,1.1,0.8
6698,TN,Imidacloprid,2.3,2.2
6699,TN,Thiacloprid,0.1,0.1
6700,TN,Thiacloprid,0.4,0.4
6701,TN,Thiacloprid,0.1,0.1
6702,TN,Thiacloprid,1.2,1.2
6703,TN,Thiacloprid,0.9,0.9
6704,TN,Thiacloprid,0.0,0.0
6705,TN,Thiacloprid,0.0,0.0
6706,TN,Thiacloprid,0.9,0.9
6707,TN,Thiacloprid,0.0,0.0
6708,TN,Thiacloprid,0.7,0.7
6709,TN,Thiacloprid,0.1,0.1
6710,TN,Thiacloprid,0.4,0.4
6711,TN,Thiacloprid,0.0,0.0
6712,TN,Thiacloprid,0.4,0.4
6713,TN,Thiacloprid,0.6,0.6
6714,TN,Thiacloprid,0.2,0.2
6715,TN,Thiacloprid,0.1,0.1
6716,TN,Thiacloprid,0.2,0.2
6717,TN,Thiacloprid,0.2,0.2
6718,TN,Thiacloprid,0.2,0.2
6719,TN,Thiacloprid,0.4,0.4
6720,TN,Thiacloprid,2.4,2.4
6721,TN,Thiacloprid,0.7,0.7
6722,TN,Thiacloprid,0.7,0.7
6723,TN,Thiacloprid,0.5,0.5
6724,TN,Thiamethoxam,0.1,0.1
6725,TN,Thiamethoxam,0.4,0.5
6726,TN,Thiamethoxam,,2.6
6727,TN,Thiamethoxam,0.3,0.3
6728,TN,Thiamethoxam,0.0,0.1
6729,TN,Thiamethoxam,,0.0
6730,TN,Thiamethoxam,234.0,242.6
6731,TN,Thiamethoxam,0.8,0.8
6732,TN,Thiamethoxam,,1.5
6733,TN,Thiamethoxam,27.2,30.9
6734,TN,Thiamethoxam,0.6,0.9
6735,TN,Thiamethoxam,,0.3
6736,TN,Thiamethoxam,0.0,0.0
6737,TN,Thiamethoxam,270.6,284.9
6738,TN,Thiamethoxam,0.0,0.0
6739,TN,Thiamethoxam,,1.8
6740,TN,Thiamethoxam,,0.0
6741,TN,Thiamethoxam,,0.9
6742,TN,Thiamethoxam,6.6,34.1
6743,TN,Thiamethoxam,290.5,303.2
6744,TN,Thiamethoxam,0.0,0.0
6745,TN,Thiamethoxam,9.0,9.0
6746,TN,Thiamethoxam,226.2,253.1
6747,TN,Thiamethoxam,0.3,0.3
6748,TN,Thiamethoxam,0.0,0.1
6749,TN,Thiamethoxam,0.5,1.3
6750,TN,Thiamethoxam,0.0,0.2
6751,TN,Thiamethoxam,0.4,0.4
6752,TN,Thiamethoxam,,0.0
6753,TN,Thiamethoxam,168.6,175.0
6754,TN,Thiamethoxam,3.6,8.9
6755,TN,Thiamethoxam,0.1,0.9
6756,TN,Thiamethoxam,573.3,595.2
6757,TN,Thiamethoxam,26.9,33.3
6758,TN,Thiamethoxam,8.7,18.8
6759,TN,Thiamethoxam,,1.5
6760,TN,Thiamethoxam,,0.1
6761,TN,Thiamethoxam,,1.8
6762,TN,Thiamethoxam,,0.3
6763,TN,Thiamethoxam,0.2,0.3
6764,TN,Thiamethoxam,0.0,0.1
6765,TN,Thiamethoxam,0.2,0.3
6766,TN,Thiamethoxam,3.8,14.4
6767,TN,Thiamethoxam,10.8,30.2
6768,TN,Thiamethoxam,1.8,8.5
6769,TN,Thiamethoxam,,0.1
6770,TN,Thiamethoxam,18.0,18.1
6771,TN,Thiamethoxam,0.4,0.4
6772,TN,Thiamethoxam,0.1,0.4
6773,TN,Thiamethoxam,57.8,63.6
6774,TN,Thiamethoxam,,6.1
6775,TN,Thiamethoxam,180.8,191.1
6776,TN,Thiamethoxam,,0.0
6777,TN,Thiamethoxam,,0.0
6778,TN,Thiamethoxam,0.0,0.0
6779,TN,Thiamethoxam,0.1,0.5
6780,TN,Thiamethoxam,,8.7
6781,TN,Thiamethoxam,0.0,0.0
6782,TN,Thiamethoxam,0.8,23.9
6783,TN,Thiamethoxam,0.0,0.0
6784,TN,Thiamethoxam,,0.1
6785,TN,Thiamethoxam,0.1,0.1
6786,TN,Thiamethoxam,0.1,0.1
6787,TN,Thiamethoxam,0.1,0.1
6788,TN,Thiamethoxam,0.1,0.1
6789,TN,Thiamethoxam,0.2,0.2
6790,TN,Thiamethoxam,,18.8
6791,TN,Thiamethoxam,1.0,1.0
6792,TN,Thiamethoxam,1.5,1.5
6793,TN,Thiamethoxam,4.9,10.6
6794,TN,Thiamethoxam,,0.9
6795,TN,Thiamethoxam,,1.3
6796,TN,Thiamethoxam,0.4,0.5
6797,TN,Thiamethoxam,,1.2
6798,TN,Thiamethoxam,5.8,25.7
6799,TN,Thiamethoxam,,0.5
6800,TN,Thiamethoxam,0.4,0.4
6801,TN,Thiamethoxam,,0.0
6802,TN,Thiamethoxam,0.1,0.1
6803,TN,Thiamethoxam,0.3,0.9
6804,TN,Thiamethoxam,,1.2
6805,TN,Thiamethoxam,16.5,35.7
6806,TN,Thiamethoxam,0.1,0.1
6807,TN,Thiamethoxam,,0.0
6808,TN,Thiamethoxam,,0.1
6809,TX,Acetamiprid,0.7,0.7
6810,TX,Acetamiprid,,0.5
6811,TX,Acetamiprid,4.1,4.1
6812,TX,Acetamiprid,,1.4
6813,TX,Acetamiprid,5.3,5.3
6814,TX,Acetamiprid,,0.2
6815,TX,Acetamiprid,,0.4
6816,TX,Acetamiprid,,3.4
6817,TX,Acetamiprid,,2.0
6818,TX,Acetamiprid,,0.5
6819,TX,Acetamiprid,,6.6
6820,TX,Acetamiprid,,0.5
6821,TX,Acetamiprid,18.1,18.1
6822,TX,Acetamiprid,,0.3
6823,TX,Acetamiprid,,5.1
6824,TX,Acetamiprid,,2.8
6825,TX,Acetamiprid,,0.2
6826,TX,Acetamiprid,29.2,29.2
6827,TX,Acetamiprid,11.8,11.8
6828,TX,Acetamiprid,,21.1
6829,TX,Acetamiprid,8.9,8.9
6830,TX,Acetamiprid,,0.1
6831,TX,Acetamiprid,,0.3
6832,TX,Acetamiprid,,0.6
6833,TX,Acetamiprid,,29.4
6834,TX,Acetamiprid,,1.4
6835,TX,Acetamiprid,,3.2
6836,TX,Acetamiprid,,2.4
6837,TX,Acetamiprid,,0.4
6838,TX,Acetamiprid,,0.2
6839,TX,Acetamiprid,,13.3
6840,TX,Acetamiprid,17.5,17.5
6841,TX,Acetamiprid,,0.1
6842,TX,Acetamiprid,5.4,5.4
6843,TX,Acetamiprid,19.9,19.9
6844,TX,Acetamiprid,8.3,8.3
6845,TX,Acetamiprid,,2.1
6846,TX,Acetamiprid,,0.4
6847,TX,Acetamiprid,,0.1
6848,TX,Acetamiprid,,10.2
6849,TX,Acetamiprid,,6.0
6850,TX,Acetamiprid,,2.0
6851,TX,Acetamiprid,,8.9
6852,TX,Acetamiprid,,0.2
6853,TX,Acetamiprid,,0.4
6854,TX,Acetamiprid,,2.8
6855,TX,Acetamiprid,,0.3
6856,TX,Acetamiprid,,0.2
6857,TX,Acetamiprid,,4.1
6858,TX,Acetamiprid,114.2,114.2
6859,TX,Acetamiprid,,0.6
6860,TX,Acetamiprid,15.0,15.0
6861,TX,Acetamiprid,,12.5
6862,TX,Acetamiprid,7.2,7.2
6863,TX,Acetamiprid,,0.2
6864,TX,Acetamiprid,,0.2
6865,TX,Acetamiprid,15.4,15.4
6866,TX,Acetamiprid,,0.4
6867,TX,Acetamiprid,,0.9
6868,TX,Acetamiprid,129.4,129.4
6869,TX,Acetamiprid,,33.0
6870,TX,Acetamiprid,10.7,10.7
6871,TX,Acetamiprid,,4.6
6872,TX,Acetamiprid,2.1,2.1
6873,TX,Acetamiprid,,5.3
6874,TX,Acetamiprid,,0.1
6875,TX,Acetamiprid,0.2,0.2
6876,TX,Acetamiprid,,7.2
6877,TX,Acetamiprid,19.3,19.3
6878,TX,Acetamiprid,5.3,5.3
6879,TX,Acetamiprid,,0.3
6880,TX,Acetamiprid,,0.4
6881,TX,Acetamiprid,2.4,2.4
6882,TX,Acetamiprid,,0.2
6883,TX,Acetamiprid,,5.3
6884,TX,Acetamiprid,,1.1
6885,TX,Acetamiprid,,1.7
6886,TX,Acetamiprid,,0.1
6887,TX,Acetamiprid,,0.0
6888,TX,Acetamiprid,,1.6
6889,TX,Acetamiprid,,0.5
6890,TX,Acetamiprid,11.3,11.3
6891,TX,Acetamiprid,,0.9
6892,TX,Acetamiprid,0.8,0.8
6893,TX,Acetamiprid,18.6,18.6
6894,TX,Acetamiprid,18.7,18.7
6895,TX,Acetamiprid,,0.8
6896,TX,Acetamiprid,,3.0
6897,TX,Acetamiprid,10.3,10.3
6898,TX,Acetamiprid,,5.4
6899,TX,Acetamiprid,1.0,1.0
6900,TX,Acetamiprid,,5.0
6901,TX,Acetamiprid,,3.5
6902,TX,Acetamiprid,,0.2
6903,TX,Acetamiprid,8.1,8.1
6904,TX,Acetamiprid,,9.5
6905,TX,Acetamiprid,,7.4
6906,TX,Acetamiprid,,2.5
6907,TX,Acetamiprid,6.5,6.5
6908,TX,Acetamiprid,0.8,0.8
6909,TX,Acetamiprid,9.4,9.4
6910,TX,Acetamiprid,,0.6
6911,TX,Acetamiprid,0.6,0.6
6912,TX,Acetamiprid,1.9,1.9
6913,TX,Acetamiprid,,2.0
6914,TX,Acetamiprid,,0.4
6915,TX,Acetamiprid,0.7,0.7
6916,TX,Acetamiprid,,4.5
6917,TX,Acetamiprid,,0.0
6918,TX,Acetamiprid,,1.1
6919,TX,Acetamiprid,,1.9
6920,TX,Acetamiprid,,0.1
6921,TX,Acetamiprid,10.7,10.7
6922,TX,Acetamiprid,,0.4
6923,TX,Acetamiprid,32.7,32.7
6924,TX,Acetamiprid,,2.0
6925,TX,Acetamiprid,13.7,13.7
6926,TX,Acetamiprid,,0.4
6927,TX,Acetamiprid,,8.5
6928,TX,Acetamiprid,,0.9
6929,TX,Acetamiprid,,0.6
6930,TX,Acetamiprid,,0.8
6931,TX,Acetamiprid,,0.4
6932,TX,Acetamiprid,,4.2
6933,TX,Acetamiprid,,1.7
6934,TX,Acetamiprid,,6.9
6935,TX,Acetamiprid,,5.6
6936,TX,Acetamiprid,,0.7
6937,TX,Acetamiprid,9.2,9.2
6938,TX,Acetamiprid,,0.4
6939,TX,Imidacloprid,21.3,24.4
6940,TX,Imidacloprid,3.7,5.8
6941,TX,Imidacloprid,16.8,18.1
6942,TX,Imidacloprid,0.5,2.4
6943,TX,Imidacloprid,21.8,49.6
6944,TX,Imidacloprid,78.4,81.3
6945,TX,Imidacloprid,32.8,60.9
6946,TX,Imidacloprid,27.9,70.6
6947,TX,Imidacloprid,0.5,0.7
6948,TX,Imidacloprid,7.1,101.5
6949,TX,Imidacloprid,39.3,39.3
6950,TX,Imidacloprid,82.9,84.4
6951,TX,Imidacloprid,2.7,107.3
6952,TX,Imidacloprid,28.5,40.8
6953,TX,Imidacloprid,2.7,2.8
6954,TX,Imidacloprid,7.3,36.6
6955,TX,Imidacloprid,3.6,47.4
6956,TX,Imidacloprid,11.4,21.3
6957,TX,Imidacloprid,114.8,158.2
6958,TX,Imidacloprid,5.5,85.5
6959,TX,Imidacloprid,0.3,3.0
6960,TX,Imidacloprid,27.8,151.4
6961,TX,Imidacloprid,0.1,2.4
6962,TX,Imidacloprid,207.6,210.5
6963,TX,Imidacloprid,129.1,146.9
6964,TX,Imidacloprid,16.9,17.4
6965,TX,Imidacloprid,67.1,71.5
6966,TX,Imidacloprid,190.4,191.3
6967,TX,Imidacloprid,18.2,19.3
6968,TX,Imidacloprid,109.1,196.7
6969,TX,Imidacloprid,2.7,2.8
6970,TX,Imidacloprid,43.2,242.8
6971,TX,Imidacloprid,1.5,2.2
6972,TX,Imidacloprid,99.4,180.1
6973,TX,Imidacloprid,2.9,3.8
6974,TX,Imidacloprid,6.9,7.8
6975,TX,Imidacloprid,39.0,132.9
6976,TX,Imidacloprid,124.2,124.6
6977,TX,Imidacloprid,46.6,46.6
6978,TX,Imidacloprid,3.4,3.4
6979,TX,Imidacloprid,21.3,21.3
6980,TX,Imidacloprid,3.5,28.2
6981,TX,Imidacloprid,38.0,169.2
6982,TX,Imidacloprid,63.2,105.2
6983,TX,Imidacloprid,1.1,6.7
6984,TX,Imidacloprid,1096.9,1134.7
6985,TX,Imidacloprid,94.4,94.4
6986,TX,Imidacloprid,11.8,94.6
6987,TX,Imidacloprid,9.6,67.5
6988,TX,Imidacloprid,25.3,84.5
6989,TX,Imidacloprid,,0.2
6990,TX,Imidacloprid,91.5,150.6
6991,TX,Imidacloprid,0.3,3.9
6992,TX,Imidacloprid,152.8,190.4
6993,TX,Imidacloprid,0.8,8.5
6994,TX,Imidacloprid,103.8,178.6
6995,TX,Imidacloprid,,56.6
6996,TX,Imidacloprid,2.2,13.2
6997,TX,Imidacloprid,1.1,11.7
6998,TX,Imidacloprid,6.5,59.0
6999,TX,Imidacloprid,15.7,61.3
7000,TX,Imidacloprid,6.2,9.2
7001,TX,Imidacloprid,15.5,44.8
7002,TX,Imidacloprid,2.2,2.2
7003,TX,Imidacloprid,112.8,123.4
7004,TX,Imidacloprid,0.2,0.3
7005,TX,Imidacloprid,0.0,0.0
7006,TX,Imidacloprid,13.0,42.6
7007,TX,Imidacloprid,5.3,20.9
7008,TX,Imidacloprid,109.2,110.9
7009,TX,Imidacloprid,21.8,72.0
7010,TX,Imidacloprid,2.1,68.3
7011,TX,Imidacloprid,4.6,32.8
7012,TX,Imidacloprid,89.3,99.4
7013,TX,Imidacloprid,96.9,876.0
7014,TX,Imidacloprid,,2.6
7015,TX,Imidacloprid,873.1,882.9
7016,TX,Imidacloprid,5.9,6.6
7017,TX,Imidacloprid,6.2,9.5
7018,TX,Imidacloprid,198.0,225.8
7019,TX,Imidacloprid,204.3,340.6
7020,TX,Imidacloprid,2.1,2.3
7021,TX,Imidacloprid,18.8,74.4
7022,TX,Imidacloprid,13.2,14.1
7023,TX,Imidacloprid,37.8,77.4
7024,TX,Imidacloprid,4.1,7.5
7025,TX,Imidacloprid,12.7,19.3
7026,TX,Imidacloprid,21.8,126.6
7027,TX,Imidacloprid,6.3,81.6
7028,TX,Imidacloprid,0.4,0.4
7029,TX,Imidacloprid,9.1,27.2
7030,TX,Imidacloprid,24.4,127.7
7031,TX,Imidacloprid,118.5,1001.8
7032,TX,Imidacloprid,40.8,187.7
7033,TX,Imidacloprid,,5.4
7034,TX,Imidacloprid,,74.1
7035,TX,Imidacloprid,42.0,69.7
7036,TX,Imidacloprid,1.8,1.8
7037,TX,Imidacloprid,49.6,58.0
7038,TX,Imidacloprid,13.8,14.2
7039,TX,Imidacloprid,48.2,63.1
7040,TX,Imidacloprid,56.3,56.3
7041,TX,Imidacloprid,2.3,4.9
7042,TX,Imidacloprid,3.9,5.2
7043,TX,Imidacloprid,22.3,22.4
7044,TX,Imidacloprid,1872.7,1942.2
7045,TX,Imidacloprid,12.9,24.6
7046,TX,Imidacloprid,100.9,125.3
7047,TX,Imidacloprid,220.9,221.2
7048,TX,Imidacloprid,12.1,12.6
7049,TX,Imidacloprid,211.4,213.4
7050,TX,Imidacloprid,27.5,29.1
7051,TX,Imidacloprid,1.5,7.9
7052,TX,Imidacloprid,6.0,27.2
7053,TX,Imidacloprid,26.1,42.7
7054,TX,Imidacloprid,0.4,0.4
7055,TX,Imidacloprid,6.0,6.0
7056,TX,Imidacloprid,506.9,516.0
7057,TX,Imidacloprid,10.1,30.3
7058,TX,Imidacloprid,,0.1
7059,TX,Imidacloprid,32.6,34.0
7060,TX,Imidacloprid,,0.1
7061,TX,Imidacloprid,623.6,660.3
7062,TX,Imidacloprid,4.7,51.8
7063,TX,Imidacloprid,56.7,73.2
7064,TX,Imidacloprid,27.7,33.6
7065,TX,Imidacloprid,0.3,16.0
7066,TX,Imidacloprid,6.3,6.3
7067,TX,Imidacloprid,,0.4
7068,TX,Imidacloprid,5.9,13.5
7069,TX,Imidacloprid,9.8,9.9
7070,TX,Imidacloprid,59.8,59.8
7071,TX,Imidacloprid,,0.4
7072,TX,Imidacloprid,1.3,1.3
7073,TX,Imidacloprid,176.3,176.3
7074,TX,Imidacloprid,69.7,69.7
7075,TX,Imidacloprid,11.9,80.5
7076,TX,Imidacloprid,141.1,236.0
7077,TX,Imidacloprid,1.3,1.6
7078,TX,Imidacloprid,126.3,133.5
7079,TX,Imidacloprid,2.9,7.2
7080,TX,Imidacloprid,1.9,23.5
7081,TX,Imidacloprid,3.8,17.6
7082,TX,Imidacloprid,4.1,15.8
7083,TX,Imidacloprid,10.5,17.5
7084,TX,Imidacloprid,15.0,20.2
7085,TX,Imidacloprid,17.2,26.5
7086,TX,Imidacloprid,13.4,13.4
7087,TX,Imidacloprid,188.1,205.9
7088,TX,Imidacloprid,97.6,178.3
7089,TX,Imidacloprid,44.4,44.4
7090,TX,Imidacloprid,3.1,45.8
7091,TX,Imidacloprid,75.6,77.4
7092,TX,Imidacloprid,0.2,0.2
7093,TX,Imidacloprid,53.9,109.2
7094,TX,Imidacloprid,131.8,131.8
7095,TX,Imidacloprid,783.9,799.8
7096,TX,Imidacloprid,5.4,44.5
7097,TX,Imidacloprid,137.8,206.6
7098,TX,Imidacloprid,1.0,1.1
7099,TX,Imidacloprid,5.1,11.8
7100,TX,Imidacloprid,12.8,112.2
7101,TX,Imidacloprid,406.2,406.6
7102,TX,Imidacloprid,55.9,55.9
7103,TX,Imidacloprid,175.4,177.6
7104,TX,Imidacloprid,7.2,12.6
7105,TX,Imidacloprid,,55.9
7106,TX,Imidacloprid,2.1,2.1
7107,TX,Imidacloprid,15.9,58.4
7108,TX,Imidacloprid,7.2,7.2
7109,TX,Imidacloprid,19.5,119.0
7110,TX,Imidacloprid,3.2,3.4
7111,TX,Imidacloprid,28.0,28.0
7112,TX,Imidacloprid,881.6,881.6
7113,TX,Imidacloprid,78.0,123.4
7114,TX,Imidacloprid,,5.7
7115,TX,Imidacloprid,0.3,0.3
7116,TX,Imidacloprid,264.7,265.5
7117,TX,Imidacloprid,35.3,35.3
7118,TX,Imidacloprid,188.4,191.5
7119,TX,Imidacloprid,147.3,212.2
7120,TX,Imidacloprid,5.0,23.0
7121,TX,Imidacloprid,0.4,4.2
7122,TX,Imidacloprid,7.5,13.1
7123,TX,Imidacloprid,,0.8
7124,TX,Imidacloprid,9.4,9.4
7125,TX,Imidacloprid,73.8,96.4
7126,TX,Imidacloprid,75.5,75.5
7127,TX,Imidacloprid,5.5,5.5
7128,TX,Imidacloprid,118.2,131.7
7129,TX,Imidacloprid,,23.4
7130,TX,Imidacloprid,237.5,237.5
7131,TX,Imidacloprid,,5.0
7132,TX,Imidacloprid,18.1,86.0
7133,TX,Imidacloprid,3.2,4.4
7134,TX,Imidacloprid,78.0,84.8
7135,TX,Imidacloprid,6.5,6.8
7136,TX,Imidacloprid,0.1,0.1
7137,TX,Imidacloprid,,0.0
7138,TX,Imidacloprid,1.8,12.2
7139,TX,Imidacloprid,785.7,785.7
7140,TX,Imidacloprid,321.8,322.6
7141,TX,Imidacloprid,36.4,36.4
7142,TX,Imidacloprid,24.6,30.9
7143,TX,Imidacloprid,11.8,12.4
7144,TX,Imidacloprid,27.6,27.7
7145,TX,Imidacloprid,65.2,138.3
7146,TX,Imidacloprid,139.3,139.5
7147,TX,Imidacloprid,22.9,22.9
7148,TX,Imidacloprid,1.8,9.5
7149,TX,Imidacloprid,10.1,10.1
7150,TX,Imidacloprid,18.8,18.8
7151,TX,Imidacloprid,0.0,0.0
7152,TX,Imidacloprid,73.1,296.9
7153,TX,Imidacloprid,0.6,17.3
7154,TX,Imidacloprid,26.0,29.6
7155,TX,Imidacloprid,71.7,242.2
7156,TX,Imidacloprid,31.8,33.4
7157,TX,Imidacloprid,1.8,1.8
7158,TX,Imidacloprid,338.3,342.8
7159,TX,Imidacloprid,20.8,29.7
7160,TX,Imidacloprid,0.8,5.8
7161,TX,Imidacloprid,7.7,12.7
7162,TX,Imidacloprid,1.8,1.9
7163,TX,Imidacloprid,26.8,26.8
7164,TX,Imidacloprid,56.9,199.7
7165,TX,Imidacloprid,1.3,1.3
7166,TX,Imidacloprid,35.5,39.7
7167,TX,Imidacloprid,385.6,394.9
7168,TX,Imidacloprid,23.7,30.2
7169,TX,Imidacloprid,44.2,57.6
7170,TX,Imidacloprid,,0.6
7171,TX,Imidacloprid,11.3,37.6
7172,TX,Imidacloprid,0.1,0.6
7173,TX,Imidacloprid,1897.2,1932.7
7174,TX,Imidacloprid,15.4,36.7
7175,TX,Imidacloprid,66.3,81.3
